"","created_at","screen_name","text","source","is_quote","is_retweet","favorite_count","retweet_count","quoted_screen_name","retweet_screen_name","status_url","place_full_name"
"MichaelBennet.37",2019-06-04 02:52:04,"MichaelBennet","I wrote legislation to ban partisan gerrymandering because the people should pick their representatives, not the other way around. Today I took @demredistrict<U+2019>s pledge to support fair districts and help create a truly representative democracy. It's time to ensure #fairmaps.","Twitter Web Client",FALSE,FALSE,140,36,NA,NA,"https://twitter.com/MichaelBennet/status/1135740975547109376",NA
"MichaelBennet.38",2019-06-03 19:25:38,"MichaelBennet","<U+201C>The Trump administration is responsible for the largest reduction in the boundaries of protected land in US history, according to a new study.<U+201D>

We must make Donald Trump a one-term President.
https://t.co/wLAFst5smv","Twitter Web Client",FALSE,FALSE,74,29,NA,NA,"https://twitter.com/MichaelBennet/status/1135628629680033793",NA
"MichaelBennet.39",2019-06-03 19:13:43,"MichaelBennet","Couldn't agree more @MichaelBennet! Glad @AOC and @tedcruz are bringing attention to our ban on Members of Congress becoming lobbyists. Let's get it done! #mtpol https://t.co/qUSzecZxaN","Twitter Web Client",FALSE,TRUE,0,50,NA,"SenatorTester","https://twitter.com/MichaelBennet/status/1135625627615334403",NA
"MichaelBennet.40",2019-06-03 16:56:43,"MichaelBennet","Michael Bennet: ""Mitch McConnell is impervious to give-and-take unless he's taking everything, which he is almost all the time."" https://t.co/g8o4brMJVW","Twitter Web Client",FALSE,TRUE,0,62,NA,"thehill","https://twitter.com/MichaelBennet/status/1135591153728987142",NA
"MichaelBennet.41",2019-06-03 15:54:39,"MichaelBennet","<U+2066>@MichaelBennet<U+2069> gets applause in South Carolina for his ideas on education reform in this country. Your parent<U+2019>s income shouldn<U+2019>t be what determines your access to excellent education. #SCpol #sctweets #sc2020 https://t.co/nLBCbtt69z","Twitter Web Client",FALSE,TRUE,0,7,NA,"MeganBrogue","https://twitter.com/MichaelBennet/status/1135575532081471489",NA
"MichaelBennet.42",2019-06-03 13:27:07,"MichaelBennet","I<U+2019>ve heard it in from Ankeny, IA, to Fort Mill, SC. Americans are frustrated with our broken politics. We can fix it, and it starts with reversing Citizens United and passing real reforms to make Washington work for the people. 
https://t.co/qlEE7g6Ijw","Twitter Web Client",FALSE,FALSE,40,12,NA,NA,"https://twitter.com/MichaelBennet/status/1135538405419487233",NA
"MichaelBennet.43",2019-06-03 12:53:56,"MichaelBennet","I don<U+2019>t think we can make our economy work for everyone until we seriously reaffirm our commitment to public education. And that means investing in K-12 schools nationwide and raising teacher pay to treat them like the professionals they are. https://t.co/OMYWeipKTJ","Twitter Media Studio",FALSE,FALSE,126,30,NA,NA,"https://twitter.com/MichaelBennet/status/1135530052882456576",NA
"MichaelBennet.44",2019-06-02 21:26:03,"MichaelBennet",".@HancockforDen is an unwavering force in positioning Denver as an inclusive city creating opportunities for everyone. As a former city leader, I know that we need more public servants like Michael. I hope you<U+2019>ll join me in supporting Michael by Tuesday, June 4th.","Twitter Web Client",FALSE,FALSE,59,18,NA,NA,"https://twitter.com/MichaelBennet/status/1135296542942908422",NA
"MichaelBennet.45",2019-06-02 18:39:16,"MichaelBennet","It<U+2019>s time to fix our broken politics. That means overturning Citizens United, ending partisan gerrymandering, and banning Members of Congress from ever becoming lobbyists. https://t.co/dob6vkjqc5","Twitter Media Studio",FALSE,FALSE,453,148,NA,NA,"https://twitter.com/MichaelBennet/status/1135254573315178499",NA
"MichaelBennet.46",2019-06-02 17:18:46,"MichaelBennet","Even though I met you all for the first time this weekend, I can say I<U+2019>m already excited to come back to South Carolina! #SC2020 #FirstIntheSouth https://t.co/pUcQxGFbVb","Twitter Media Studio",FALSE,FALSE,44,8,NA,NA,"https://twitter.com/MichaelBennet/status/1135234314357096450",NA
"MichaelBennet.47",2019-06-02 15:38:32,"MichaelBennet","Happy Pride Month! We won<U+2019>t stop working to create a more perfect union, where there is never a question that Love is Love. #Pride #PrideMonth https://t.co/TmrPokA2uc","Twitter Media Studio",FALSE,FALSE,76,26,NA,NA,"https://twitter.com/MichaelBennet/status/1135209088248438788",NA
"MichaelBennet.48",2019-06-02 15:17:51,"MichaelBennet","To reach universal health care, we should not be taking insurance away from 180 million people who have plans through their employer. We should be giving the American people the choice of buying into a public option like #MedicareX. @ThisWeekABC https://t.co/qTrONOaqW7","Twitter Media Studio",FALSE,FALSE,66,18,NA,NA,"https://twitter.com/MichaelBennet/status/1135203882701926400",NA
"MichaelBennet.49",2019-06-02 14:54:19,"MichaelBennet","When the economy grows, everyone's income should grow. That is not happening now, and it's tearing at our democracy. https://t.co/BfWWzsQFi1","Twitter Media Studio",FALSE,FALSE,133,32,NA,NA,"https://twitter.com/MichaelBennet/status/1135197960768294912",NA
